villeLabel;population;latitude;longitude
Laurabuc;390;43.246944444;1.980555555
Saint-Césaire-de-Gauzignan;389;44.029722222;4.205
Alet-les-Bains;386;42.996388888;2.256388888
Casanova;385;42.254444444;9.174444444
Sainte-Lucie-de-Tallano;381;41.697777777;9.064166666
Camplong-d'Aude;380;43.128611111;2.651944444
Eus;380;42.643611111;2.457222222
Mandagout;379;44.020833333;3.625277777
Santa-Maria-Siché;379;41.876111111;8.978333333
Galéria;379;42.409444444;8.648611111
Salsigne;377;43.33;2.357222222
Carbuccia;374;42.040833333;8.953611111
Saint-Couat-d'Aude;373;43.202777777;2.629444444
Belcaire;373;42.815833333;1.957222222
Villesiscle;373;43.228055555;2.093611111
Saint-Estève-Janson;372;43.686666666;5.394166666
Esparron;371;43.591388888;5.848611111
Ponteils-et-Brésis;371;44.402222222;3.976666666
Villesèque-des-Corbières;371;43.015277777;2.851666666
Potelières;369;44.222777777;4.238611111
Sollacaro;369;41.744166666;8.912222222
Gourdon;368;43.720277777;6.978333333
Saint-Laurent-le-Minier;368;43.932222222;3.654444444
Bourdic;368;43.983333333;4.330833333
Buzignargues;368;43.770277777;4.005
Saint-Martin-de-Villereglan;368;43.105833333;2.211388888
Pauligne;368;43.073333333;2.161111111
Laurabuc-et-Mireval;368;43.246944444;1.980555555
Joch;367;42.6175;2.525277777
Bocognano;367;42.081111111;9.056666666
Coulobres;365;43.449722222;3.279444444
Malviès;364;43.118611111;2.184444444
Algajola;363;42.607777777;8.862222222
Laurabuc-et-Mireval;359;43.246944444;1.980555555
Saint-Michel-de-Llotes;357;42.648888888;2.623888888
Codalet;357;42.610277777;2.416666666
Saint-Vincent-d'Olargues;356;43.560555555;2.879166666
Popian;355;43.619722222;3.535277777
Azillanet;355;43.324166666;2.7375
Souilhanels;355;43.350555555;1.918611111
Saint-André-de-Valborgne;354;44.156111111;3.682777777
Fontanès;353;43.794444444;3.914444444
Argens-Minervois;353;43.242222222;2.765555555
Sardan;352;43.873055555;4.041111111
Flaux;352;44.020555555;4.503611111
Murles;352;43.689166666;3.745833333
Sari-d'Orcino;352;42.06;8.8275
Toudon;351;43.900555555;7.114444444
Saint-Clément;350;43.830833333;4.027222222
La Vernarède;350;44.288611111;4.009166666
Prades-sur-Vernazobre;349;43.4475;2.986111111
Baron;348;44.049166666;4.281111111
Ur;348;42.461944444;1.9375
Pietroso;348;42.156666666;9.270277777
Saint-Privat-de-Champclos;347;44.285;4.358055555
Valle-di-Campoloro;347;42.335833333;9.494166666
Volpajola;347;42.526111111;9.353888888
Fa;345;42.938055555;2.192222222
Villeneuve-lès-Montréal;345;43.18;2.111388888
Oms;344;42.543888888;2.696388888
Villedubert;343;43.230833333;2.421388888
Olette;342;42.555277777;2.269722222
Pierrefeu;340;43.863888888;7.091944444
Moncale;340;42.509722222;8.835833333
Comps-sur-Artuby;339;43.71;6.508888888
Lanuéjols;339;44.130833333;3.383888888
Fraisse-sur-Agout;339;43.606111111;2.798055555
Montbrun-des-Corbières;339;43.198888888;2.684722222
Brousses-et-Villaret;338;43.342222222;2.253333333
Carlipa;338;43.307222222;2.126111111
Santo-Pietro-di-Tenda;338;42.605277777;9.257777777
Cabrerolles;337;43.545277777;3.125555555
Lieuran-Cabrières;336;43.585277777;3.415277777
Montmaur;335;43.393611111;1.843888888
Serra-di-Fiumorbo;333;41.985;9.336111111
Alaigne;332;43.101388888;2.091111111
Montner;331;42.748888888;2.6775
La Bruguière;329;44.111111111;4.4125
Souilhe;329;43.369722222;1.913888888
Le Pradal;328;43.627222222;3.104444444
Salasc;328;43.62;3.315833333
Liouc;327;43.894166666;3.998888888
Portes;327;44.270555555;4.020555555
Taurinya;326;42.580277777;2.426666666
Malaussène;324;43.929722222;7.128055555
Isolaccio-di-Fiumorbo;324;42.002222222;9.280833333
Bez-et-Esparon;323;43.971944444;3.530833333
Saint-Just-et-Vacquières;323;44.111111111;4.224166666
Combes;322;43.603333333;3.046666666
Saint-Nazaire-de-Ladarez;321;43.509444444;3.075833333
Comigne;320;43.170555555;2.581388888
Bauduen;319;43.733888888;6.175833333
La Caunette;319;43.352777777;2.779444444
Ricaud;319;43.345833333;1.890833333
Barbaggio;319;42.689722222;9.377777777
Aubussargues;318;44.007222222;4.325
Cambieure;318;43.126388888;2.133333333
Llauro;317;42.549722222;2.743888888
Saint-Victor-des-Oules;316;44.041944444;4.483888888
Mosset;316;42.668055555;2.348333333
Canari;316;42.845555555;9.33
Saint-Paul-la-Coste;315;44.149722222;3.969444444
Issirac;313;44.271666666;4.480833333
Caussols;312;43.741388888;6.9
Bagnoles;312;43.271111111;2.436666666
Les Cassés;312;43.426111111;1.867777777
Fontan;310;44.003888888;7.553611111
Lacoste;308;43.646666666;3.436666666
Canale-di-Verde;307;42.276944444;9.475
Touët-de-l'Escarène;306;43.8475;7.365
Villelongue-d'Aude;306;43.054166666;2.095
Zilia;306;42.530277777;8.901111111
Les Plans;305;43.753333333;3.276111111
Campagne;305;43.787222222;4.029444444
Babeau-Bouldoux;305;43.436111111;2.909166666
Agonès;304;43.9025;3.728333333
Les Martys;304;43.416388888;2.305833333
Moissac-Bellevue;303;43.652777777;6.166666666
Gaja-et-Villedieu;303;43.081111111;2.187222222
Navacelles;302;44.162777777;4.240555555
Saint-Sauveur-sur-Tinée;301;44.083888888;7.105
Ginoles;301;42.868055555;2.158611111
Brouzet-lès-Quissac;300;43.861944444;3.989722222
Saint-Étienne-d'Albagnan;300;43.531666666;2.856388888
Pierrerue;296;43.427222222;2.9775
Brugairolles;295;43.124444444;2.158333333
Saint-Denis;293;44.233055555;4.251944444
La Digne-d'Amont;292;43.041388888;2.159722222
Santo-Pietro-di-Venaco;290;42.245833333;9.171666666
Les Baux-de-Provence;289;43.743888888;4.795277777
Saumane;289;44.12;3.760833333
Artigues;288;43.593333333;5.810833333
Aigne;288;43.332222222;2.797222222
Avène;288;43.757491666;3.099475
Roquefeuil;288;42.820277777;1.995
Saint-Bénézet;287;43.993333333;4.135833333
Les Plans;287;44.142222222;4.210833333
Verdun-en-Lauragais;287;43.365555555;2.059166666
Lasserre-de-Prouille;286;43.179166666;2.083055555
Castelnou;286;42.619722222;2.702777777
Cassagnes;283;42.740277777;2.611388888
Courry;282;44.299166666;4.155833333
Tallone;282;42.231388888;9.414166666
Artignosc-sur-Verdon;281;43.703055555;6.090277777
Antugnac;281;42.955;2.224722222
Cozzano;279;41.934444444;9.154722222
Matemale;278;42.586666666;2.118611111
Pila-Canale;277;41.812777777;8.909722222
Saint-Saturnin-de-Lucian;276;43.694166666;3.470833333
Tournissan;276;43.081666666;2.664444444
Peyremale;275;44.300555555;4.062222222
Gailhan;275;43.843888888;4.031944444
Ceilhes-et-Rocozels;274;43.803686111;3.110430555
Roquetaillade-et-Conilhac;271;42.9944;2.1998
Aiguines;270;43.775833333;6.243611111
Calacuccia;270;42.335833333;9.0175
Maruéjols-lès-Gardon;269;44.005555555;4.130833333
Vieussan;269;43.541111111;2.976944444
Speloncato;269;42.561944444;8.981111111
Arre;268;43.966388888;3.518888888
Puilaurens;268;42.809722222;2.305
Les Brunels;268;43.403611111;2.049722222
Vezzani;268;42.173888888;9.246666666
Soudorgues;266;44.065833333;3.83
Concoules;266;44.382777777;3.938333333
Joncels;266;43.7375;3.194722222
Clara-Villerach;266;42.585277777;2.443055555
Roquedur;265;43.975833333;3.675555555
Saint-Guiraud;265;43.676666666;3.454444444
Ribaute;265;43.107777777;2.635
Ladern-sur-Lauquet;265;43.105;2.351944444
Saint-Jean-de-Barrou;265;42.9575;2.84
Rosis;264;43.666944444;3.004444444
Logrian-Florian;263;43.955833333;4.028888888
Oupia;263;43.29;2.766388888
Villarzel-Cabardès;263;43.279166666;2.459444444
Saint-Pierre-dels-Forcats;261;42.494722222;2.118333333
Saint-Hippolyte-de-Caton;260;44.070555555;4.203333333
Chambon;260;44.301944444;4.018055555
Saint-Martin-de-Pallières;259;43.588611111;5.884444444
Arques;259;42.9525;2.375
Bézaudun-les-Alpes;258;43.8075;7.096111111
Nébias;258;42.896666666;2.115833333
La Force;258;43.194166666;2.093611111
Le Puech;257;43.694444444;3.314166666
Pougnadoresse;256;44.092222222;4.506111111
Saint-Étienne-Estréchoux;254;43.668055555;3.103888888
Treilles;254;42.923333333;2.943888888
Occhiatana;254;42.574166666;9.008888888
Moulinet;253;43.940833333;7.412777777
Bellegarde-du-Razès;253;43.109722222;2.044166666
Villeneuve-les-Corbières;252;42.977222222;2.776111111
Muro;252;42.545555555;8.914166666
Montauriol;251;42.575833333;2.724444444
Saint-Hippolyte-de-Montaigu;250;44.032222222;4.492777777
Rochegude;250;44.238888888;4.296111111
Fontarèches;250;44.108333333;4.438055555
Cailhau;250;43.147222222;2.136388888
Fouzilhon;249;43.501388888;3.244722222
Belvianes-et-Cavirac;249;42.853055555;2.200555555
Luc-sur-Aude;249;42.959166666;2.270277777
Laurabuc;249;43.246944444;1.980555555
Urtaca;249;42.594444444;9.165833333
Cateri;249;42.571388888;8.891944444
Agel;248;43.337777777;2.853333333
Molitg-les-Bains;248;42.6525;2.388611111
Molandier;247;43.246111111;1.715833333
Loupia;247;43.061944444;2.111944444
Moca-Croce;247;41.808333333;9.0125
Cros;246;43.993611111;3.825
Montels;246;43.294722222;3.03
Raissac-d'Aude;246;43.228611111;2.88
La Roque-Esclapon;245;43.723055555;6.63
Blomac;245;43.204166666;2.596388888
Saint-Jean-de-Crieulon;244;43.972222222;3.992222222
Saint-Guilhem-le-Désert;244;43.733888888;3.549722222
Corsavy;244;42.466666666;2.578888888
Villemagne;243;43.358333333;2.111388888
Sénéchas;241;44.325277777;4.027777777
Aumessas;241;43.991111111;3.503611111
Usclas-du-Bosc;241;43.723333333;3.402777777
Bugarach;240;42.877222222;2.351111111
La Penne;239;43.928055555;6.948888888
Baudinard-sur-Verdon;239;43.716388888;6.134444444
Les Plantiers;239;44.116388888;3.723055555
Savignargues;239;43.962222222;4.083333333
Monze;239;43.155833333;2.46
Belvézet;238;44.084722222;4.365
Pézènes-les-Mines;237;43.588888888;3.252222222
Soupex;237;43.378611111;1.895277777
Farinole;236;42.732222222;9.365555555
Routier;235;43.107777777;2.126666666
Serralongue;235;42.3975;2.555555555
Feliceto;235;42.543611111;8.935277777
Le Garn;234;44.306388888;4.472777777
Revest-les-Roches;233;43.880555555;7.157222222
Fons-sur-Lussan;233;44.185833333;4.328888888
Saint-Frichoux;233;43.251666666;2.552222222
Les Cluses;233;42.486111111;2.838333333
Aghione;233;42.1075;9.4175
Les Salles-sur-Verdon;232;43.774166666;6.209722222
Garrigues;231;43.794722222;4.013888888
Espezel;231;42.821666666;2.021388888
Cazevieille;229;43.77;3.788611111
Serdinya;228;42.568055555;2.321666666
Castanet-le-Haut;225;43.668055555;2.971666666
Casalabriva;224;41.753055555;8.937222222
Saint-Pierre-de-Mézoargues;223;43.858888888;4.648888888
La Cadière-et-Cambo;223;43.9575;3.808055555
Saint-Julien;222;43.569166666;2.926111111
Bargème;221;43.73;6.573055555
Camplong;221;43.672777777;3.118333333
Montouliers;221;43.338055555;2.906388888
Soumont;221;43.727777777;3.354166666
Calce;220;42.758888888;2.753888888
Berlou;219;43.490277777;2.956111111
Brenac;219;42.891111111;2.153611111
Cascastel-des-Corbières;219;42.985;2.759166666
Rouvenac;219;42.937777777;2.145833333
Bouilhonnac;219;43.231388888;2.439722222
Évisa;219;42.253611111;8.801388888
Olivese;219;41.845555555;9.056944444
Chiatra;219;42.291944444;9.475555555
Beaufort;218;43.298333333;2.758055555
La Llagonne;218;42.526388888;2.120833333
Caudebronde;217;43.378888888;2.310555555
Montagnac;216;43.937222222;4.148055555
Saint-Sauveur-Camprieu;216;44.115833333;3.477222222
Saint-Geniès-de-Varensal;216;43.671944444;3.006666666
Vignale;216;42.538055555;9.381388888
La Martre;215;43.771388888;6.598333333
Viols-en-Laval;215;43.7525;3.725555555
Rivel;215;42.944444444;2.000277777
Poggio-d'Oletta;215;42.639444444;9.3625
Colognac;214;44.028611111;3.821944444
Zicavo;214;41.907222222;9.130277777
Saint-Auban;213;43.848333333;6.726388888
Laval-Saint-Roman;213;44.298611111;4.505
Aiguèze;213;44.303333333;4.555833333
Arrigas;213;43.988888888;3.480277777
Bisinchi;213;42.478333333;9.323611111
Roqueredonde;212;43.800277777;3.212222222
Saint-Martin-le-Vieil;212;43.294722222;2.144722222
Bélesta;212;42.7175;2.6075
Saint-Jean-de-Buèges;211;43.828333333;3.6175
Fraissé-des-Corbières;211;42.9625;2.86
Trigance;210;43.761111111;6.443888888
Roquetaillade;210;42.994444444;2.199166666
Rennes-les-Bains;210;42.918888888;2.318888888
Poggio-di-Venaco;210;42.258055555;9.186388888
Fozzano;208;41.6975;9.000555555
Ville-di-Paraso;208;42.566666666;8.986388888
Saint-Félix-de-Pallières;207;44.023055555;3.9325
Servas;207;44.1575;4.196111111
Massanes;207;44.021944444;4.112777777
Payra-sur-l'Hers;207;43.266111111;1.855
Villefranche-de-Conflent;207;42.587222222;2.367777777
Loreto-di-Casinca;207;42.476944444;9.430833333
Castelreng;206;43.028055555;2.1375
Montferrer;206;42.438055555;2.567222222
Ghisoni;205;42.103333333;9.211111111
Mourèze;204;43.618888888;3.356111111
Saint-Paulet;204;43.406111111;1.877777777
La Bastide-d'Engras;203;44.094722222;4.478333333
La Bastide;202;43.734166666;6.624722222
Salazac;202;44.260277777;4.525277777
Lauroux;202;43.777777777;3.289166666
Espira-de-Conflent;202;42.616944444;2.498055555
Fillols;202;42.560833333;2.409444444
Albertacce;202;42.327222222;8.983888888
Sant'Andréa-di-Cotone;202;42.313333333;9.479444444
Finestret;201;42.616111111;2.511388888
Sigale;199;43.872222222;6.964444444
Ajac;199;43.047777777;2.137222222
Azilone-Ampaza;198;41.864166666;9.014166666
Pancheraccia;197;42.218888888;9.371388888
La Vacquerie-et-Saint-Martin-de-Castries;195;43.789166666;3.460555555
Targasonne;195;42.499444444;1.997222222
Serviès-en-Val;193;43.089166666;2.52
Saint-Pierre-des-Champs;191;43.058611111;2.604722222
Mireval-Lauragais;191;43.254444444;1.958333333
La Porta;191;42.422777777;9.352777777
Bouquet;190;44.158888888;4.290277777
Quenza;190;41.766111111;9.138888888
Festes-et-Saint-André;189;42.973888888;2.145555555
Montdardier;188;43.9275;3.591666666
Fozières;188;43.751666666;3.357222222
Saint-Martial;187;44.034444444;3.735833333
Palasca;187;42.589166666;9.042777777
Venanson;185;44.053055555;7.253055555
Briançonnet;184;43.865277777;6.757777777
Tordères;184;42.56;2.752222222
Aullène;184;41.772222222;9.080833333
Olmi-Cappella;184;42.528611111;9.019722222
Campile;184;42.4925;9.353611111
Poggio-di-Nazza;184;42.055833333;9.296666666
Villespassans;182;43.380555555;2.915555555
Saint-Maurice-Navacelles;182;43.846944444;3.518333333
Montclus;181;44.260555555;4.419722222
Poujols;181;43.764722222;3.324166666
Laurac;181;43.229166666;1.975555555
Centuri;181;42.965555555;9.353888888
Tomino;181;42.945833333;9.442777777
Brézilhac;180;43.168055555;2.079444444
La Pomarède;179;43.404722222;1.95
Lacombe;179;43.3975;2.233611111
Ascros;178;43.920833333;7.013611111
Saint-Jean-de-Ceyrargues;178;44.051388888;4.226944444
Pradelles-en-Val;178;43.145555555;2.514166666
Pruno;178;42.416111111;9.439722222
La Roque-sur-Cèze;177;44.193611111;4.519444444
Montbolo;177;42.484722222;2.655277777
Belvédère-Campomoro;177;41.627777777;8.815
Montoulieu;176;43.926944444;3.790555555
Airoux;176;43.363611111;1.866666666
La Cassaigne;175;43.202777777;1.993888888
Mas-Cabardès;175;43.370555555;2.362222222
Cognocoli-Monticchi;175;41.828333333;8.905833333
Trévillach;174;42.708611111;2.530277777
Alzon;173;43.966944444;3.439444444
Pardailhan;173;43.450833333;2.846388888
Cabrespine;173;43.363055555;2.459722222
Montclar;173;43.135;2.248333333
Dorres;173;42.484722222;1.938888888
Vivès;173;42.528333333;2.763888888
Mauressargues;171;43.959722222;4.159166666
Olmet-et-Villecun;170;43.707222222;3.288611111
Rigaud;169;43.990833333;6.991388888
Aujac;168;44.349444444;4.014166666
Bragassargues;168;43.916944444;4.050833333
Baraigne;168;43.330555555;1.823611111
Mireval-Lauragais;168;43.254444444;1.958333333
Ansignan;167;42.760833333;2.515555555
Seynes;165;44.116388888;4.283333333
Caussiniojouls;164;43.551388888;3.1525
Caudeval;163;43.075555555;1.975555555
Assignan;162;43.3975;2.888611111
Sainte-Colombe-de-la-Commanderie;162;42.614722222;2.747777777
Saint-Roman-de-Codières;161;44.002222222;3.7775
Val de Lambronne;161;43.075555555;1.975555555
Llo;161;42.455;2.063888888
Rasiguères;161;42.765833333;2.608888888
Pino;161;42.908055555;9.351388888
Rapale;161;42.590833333;9.303611111
Saint-Christol-de-Rodières;160;44.268611111;4.513333333
Escueillens;160;43.109166666;2.02
Fressac;159;43.996666666;3.925833333
Villefloure;159;43.123333333;2.381111111
Belvis;159;42.850555555;2.075555555
Villerouge-Termenès;158;43.006944444;2.628055555
Duranus;157;43.893333333;7.259166666
Soccia;157;42.189722222;8.911111111
Montalba-le-Château;155;42.695833333;2.559722222
Guitera-les-Bains;155;41.913888888;9.086666666
Arbellara;155;41.681944444;8.99
Valle-di-Rostino;155;42.459166666;9.280277777
Vallecalle;155;42.598611111;9.338333333
Pégairolles-de-l'Escalette;154;43.802777777;3.322777777
Puginier;154;43.377222222;1.928333333
Pradelles-Cabardès;154;43.408611111;2.446388888
Guagno;154;42.168611111;8.948611111
Saint-Martin-d'Entraunes;153;44.141944444;6.762222222
L'Estréchure;153;44.108333333;3.783055555
Lastours;153;43.334166666;2.378888888
Cagnano;153;42.875277777;9.429722222
Les Rives;152;43.842222222;3.268888888
Nyer;152;42.533611111;2.275833333
Lavatoggio;152;42.573888888;8.877777777
Liausson;151;43.635833333;3.369722222
Mazerolles-du-Razès;151;43.138611111;2.071666666
Embres-et-Castelmaure;151;42.939722222;2.813611111
Foce;151;41.630833333;9.063888888
Guargualé;151;41.836388888;8.926944444
Riventosa;151;42.251388888;9.181944444
Ferrals-les-Montagnes;150;43.402222222;2.631388888
Saint-Polycarpe;150;43.041111111;2.289166666
Lama;150;42.576666666;9.172222222
Tournefort;149;43.946666666;7.151111111
Corbès;149;44.076111111;3.954166666
Dio-et-Valquières;149;43.667222222;3.233333333
Castirla;149;42.372777777;9.143888888
Cuébris;148;43.886944444;7.020555555
Duilhac-sous-Peyrepertuse;148;42.863333333;2.566388888
Zalana;148;42.260555555;9.375555555
Prunelli-di-Casacconi;148;42.504166666;9.401666666
Cailhavel;147;43.161944444;2.126388888
Bouriège;147;42.985833333;2.166388888
Mont-Louis;147;42.508333333;2.12
Châteauvert;146;43.5;6.025833333
Eyne;146;42.473611111;2.0825
Balogna;146;42.177777777;8.779166666
Barrettali;146;42.876944444;9.355277777
Campestre-et-Luc;145;43.953055555;3.419722222
Vailhan;145;43.5525;3.302777777
Saint-Julien-de-la-Nef;144;43.965;3.688333333
Molleville;144;43.312222222;1.834166666
Laroque-de-Fa;144;42.956388888;2.564444444
Estoher;144;42.600833333;2.486111111
Daluis;143;44.026944444;6.811944444
Piedigriggio;143;42.447777777;9.172222222
Olmo;143;42.495833333;9.4075
Tourette-du-Château;142;43.882222222;7.142777777
Ilonse;142;44.032222222;7.099444444
Padern;142;42.867777777;2.657222222
Villanière;142;43.341944444;2.360833333
Escueillens-et-Saint-Just-de-Bélengard;142;43.109166666;2.02
Casteil;142;42.530833333;2.393333333
Vabres;141;44.0325;3.887777777
Lesquerde;141;42.801111111;2.529722222
Frasseto;141;41.896111111;9.022222222
Arphy;140;44.018611111;3.596944444
Sorio;140;42.583055555;9.273888888
San-Lorenzo;140;42.384166666;9.290555555
Villebazy;139;43.064444444;2.323611111
Lamelouze;138;44.193888888;3.963888888
Sant'Antonino;138;42.589166666;8.905
Entraunes;137;44.188055555;6.748333333
Dourbies;137;44.064166666;3.446666666
Saint-Jean-de-Minervois;137;43.386111111;2.8325
Gaja-la-Selve;137;43.195277777;1.895833333
Ersa;136;42.975;9.38
Castifao;136;42.504444444;9.111944444
Vallérargues;135;44.131666666;4.351666666
Saint-Jean-de-Paracol;135;42.935833333;2.113888888
Lespinassière;135;43.402777777;2.537222222
Sonnac-sur-l'Hers;135;43.003888888;1.993055555
Fontjoncouse;135;43.048333333;2.788333333
Rimplas;133;44.063611111;7.13
Tourreilles;133;43.022222222;2.170555555
Caixas;133;42.582777777;2.683055555
Palneca;133;41.969722222;9.173333333
Sant'Andréa-d'Orcino;133;42.046388888;8.808888888
Castans;131;43.406944444;2.483611111
Félines-Termenès;131;42.988611111;2.615
Roquecourbe-Minervois;131;43.22;2.649166666
Plavilla;131;43.146944444;1.913611111
Hounoux;131;43.128611111;2.000555555
Davejean;131;42.959722222;2.606388888
Caramany;131;42.735277777;2.570833333
Fontrabiouse;131;42.636111111;2.096111111
Ciamannacce;131;41.951944444;9.1475
Letia;130;42.190277777;8.8475
Olmeta-di-Capocorso;130;42.768611111;9.371388888
Le Soulié;128;43.551388888;2.689444444
Fos;128;43.566111111;3.245833333
Soulatgé;128;42.878333333;2.504166666
Gardie;128;43.074444444;2.299166666
Arboussols;128;42.663611111;2.485277777
Zigliara;128;41.846388888;8.993888888
Saint-Pierre-de-la-Fage;127;43.793055555;3.425833333
Limousis;127;43.333888888;2.401388888
Gramazie;127;43.139166666;2.096944444
Ferran;127;43.1525;2.089722222
Puget-Rostang;126;43.973888888;6.917777777
Blandas;126;43.912777777;3.512777777
Corscia;126;42.354722222;9.0425
Saint-Antonin-sur-Bayon;125;43.518333333;5.582777777
Sougraigne;125;42.900833333;2.354444444
Bairols;124;43.981388888;7.127222222
Sainte-Léocadie;123;42.436666666;2.003333333
Sallèles-Cabardès;122;43.323888888;2.419722222
Ortiporio;122;42.457222222;9.343333333
Soustelle;121;44.175;4.011388888
Sainte-Camelle;121;43.268611111;1.805555555
Villar-Saint-Anselme;121;43.053888888;2.298611111
Baillestavy;121;42.564722222;2.525
Tolla;121;41.975277777;8.972222222
Saint-Bonnet-de-Salendrinque;120;44.0375;3.868611111
Malons-et-Elze;120;44.4175;4.023055555
Carlencas-et-Levas;120;43.632777777;3.225277777
Fontpédrouse;120;42.511666666;2.18
Plaigne;119;43.173611111;1.811666666
Escaro;119;42.537777777;2.315277777
Nessa;119;42.550277777;8.948611111
Serriera;118;42.301388888;8.708333333
Manso;118;42.365833333;8.7925
Olmiccia;118;41.693055555;9.06
Casabianca;118;42.446388888;9.363333333
Roubion;116;44.092777777;7.050555555
Saint-Martin-de-l'Arçon;116;43.574722222;2.983333333
Cucugnan;116;42.851111111;2.6025
Soveria;116;42.359444444;9.164166666
Asco;116;42.453611111;9.0325
Santa-Lucia-di-Mercurio;116;42.326111111;9.221111111
Canavaggia;116;42.503333333;9.261944444
Pigna;116;42.599444444;8.902222222
Massoins;115;43.941666666;7.124722222
Albières;115;42.946944444;2.478055555
Coustouge;115;43.047777777;2.743611111
Campôme;115;42.650555555;2.376111111
Carbini;115;41.678888888;9.146666666
Piève;114;42.58;9.287777777
Roure;113;44.090277777;7.088055555
Porta;113;42.526388888;1.825833333
Pero-Casevecchie;113;42.414444444;9.465555555
Mouthoumet;112;42.96;2.526944444
Saint-Gaudéric;112;43.128888888;1.946666666
Donazac;112;43.0775;2.119166666
Casamaccioli;112;42.3175;9.001388888
Campitello;112;42.528333333;9.316666666
Valle-d'Alesani;112;42.326388888;9.415277777
Belflou;111;43.318055555;1.785555555
Laprade;111;43.4425;2.258333333
Poggiolo;111;42.176944444;8.909722222
Velone-Orneto;111;42.400555555;9.480277777
Lento;111;42.521944444;9.281944444
Lozzi;111;42.345;9.003333333
Tralonca;111;42.343333333;9.206666666
Trèves;110;44.077777777;3.388611111
Gorniès;110;43.888333333;3.624722222
Lagamas;110;43.673888888;3.523055555
Cassagnoles;110;43.385555555;2.619722222
Courmes;109;43.7425;7.008888888
Granès;109;42.896666666;2.247777777
Saint-Ferriol;109;42.891388888;2.223888888
Perelli;109;42.3225;9.3925
Conqueyrac;108;43.946666666;3.908611111
Tréville;108;43.385;1.9525
Feuilla;108;42.931944444;2.910277777
Chisa;108;41.924722222;9.263611111
Cassano;108;42.537049;8.889016
Arboras;107;43.710833333;3.484722222
Orsans;107;43.161388888;1.982222222
Taurize;107;43.076388888;2.505277777
Ribouisse;106;43.1825;1.8975
Camurac;106;42.798333333;1.915277777
Vignevieille;106;43.005555555;2.524444444
Saint-Benoît;106;43.017777777;2.061944444
Lopigna;106;42.101111111;8.843333333
Marie;105;44.031944444;7.134444444
Sainte-Croix-de-Caderle;105;44.07;3.865
Taillet;105;42.527222222;2.672222222
Prugnanes;105;42.824444444;2.433055555
Morsiglia;105;42.945555555;9.364444444
San-Gavino-d'Ampugnani;105;42.412222222;9.4225
Saint-Dalmas-le-Selvage;104;44.284722222;6.866111111
Fraisse-Cabardès;104;43.325277777;2.271388888
Saint-Arnac;104;42.779722222;2.529166666
Porté-Puymorens;104;42.548333333;1.831666666
Campo;104;41.891388888;9.004444444
Marignana;104;42.233055555;8.800833333
Piedicorte-di-Gaggio;104;42.235555555;9.328611111
Thiéry;103;43.978333333;7.030555555
Rodome;103;42.798611111;2.07
Silvareccio;103;42.450555555;9.409444444
Roquessels;102;43.551944444;3.223333333
Saint-Julia-de-Bec;102;42.868333333;2.245555555
Tréziers;102;43.056944444;1.954166666
Pierlas;101;44.031666666;7.035555555
Bouisse;101;42.986666666;2.453333333
Murzo;100;42.168055555;8.827222222
Pietra-di-Verde;100;42.298333333;9.450277777
San-Gavino-di-Fiumorbo;100;41.983611111;9.268611111
Erbajolo;100;42.264166666;9.283333333
Le Mas;99;43.843055555;6.858333333
La Croix-sur-Roudoule;99;43.9875;6.875
Rogues;99;43.888333333;3.571944444
Minerve;99;43.354166666;2.746388888
Serra-di-Scopamène;99;41.753888888;9.099166666
Cazalrenoux;98;43.198611111;1.949444444
Le Tech;98;42.410555555;2.544444444
Sauto;98;42.5125;2.151111111
Tox;98;42.251388888;9.430277777
Vélieux;97;43.3875;2.733611111
Mézerville;97;43.26;1.791666666
Villarzel-du-Razès;97;43.139166666;2.206666666
Osani;97;42.323333333;8.632222222
Giuncheto;96;41.586944444;8.954166666
Lafage;95;43.174444444;1.863333333
Citou;95;43.376388888;2.540833333
La Serpent;95;42.967222222;2.1825
Conségudes;94;43.843333333;7.048611111
Pastricciola;94;42.139722222;8.984166666
Partinello;94;42.311944444;8.6825
Olcani;94;42.81;9.370277777
Villeneuve-d'Entraunes;93;44.12;6.795277777
Aiglun;93;43.8575;6.914444444
Planèzes;93;42.766388888;2.618888888
Granace;93;41.641666666;9.0125
Santa-Maria-Figaniella;93;41.707222222;9.005
San-Giovanni-di-Moriani;93;42.374444444;9.478333333
Les Ferres;92;43.846944444;7.094166666
Greffeil;92;43.078611111;2.378888888
Fenouillet;92;42.7925;2.380277777
Verreries-de-Moussans;91;43.448333333;2.685833333
Lansac;91;42.765833333;2.560833333
Ogliastro;91;42.809722222;9.336388888
Coustouges;90;42.367777777;2.649722222
Bigorno;90;42.529444444;9.300833333
Labastide-en-Val;89;43.075833333;2.473888888
Montfort-sur-Boulzane;89;42.742777777;2.307777777
Rennes-le-Château;89;42.927222222;2.263611111
Rabouillet;89;42.731111111;2.389722222
Peyrolles;88;42.959722222;2.318333333
Tasso;88;41.944722222;9.104444444
Salice;88;42.120555555;8.900833333
Forciolo;87;41.854166666;9.009444444
Scolca;87;42.528333333;9.364166666
Pioggiola;86;42.536666666;8.998333333
Saint-Antonin;85;43.910555555;6.98
Villefort;85;42.953611111;2.0325
Saint-Nazaire-des-Gardies;84;43.979444444;4.0175
Mayreville;84;43.239444444;1.839722222
Rieux-en-Val;84;43.081666666;2.530833333
