itemLabel;population;latitude;longitude
Q99422338;;13.701111111;100.378333333
Q99424201;;13.757222222;100.511388888
Q99426126;;13.712777777;100.494166666
Q99426843;;13.777222222;100.523055555
Q99430223;;13.768055555;100.535833333
Q99433467;;13.779444444;100.519722222
Q99440237;;13.766411;100.501074
Q99440268;;13.79914;100.518153
Q99440280;;13.795;100.547777777
Q99440300;;13.689444444;100.5175
Q99440479;;13.593509;100.604892
Q99440738;;13.618055555;100.574166666
Q99441064;;13.689444444;100.500277777
Q99441295;;13.749166666;100.51
Q99441846;;13.682777777;100.487777777
Q99441909;;13.879166666;100.432222222
Q99441929;;13.718888888;100.4625
Q99442491;;13.905055555;100.490055555
Q99459281;;13.820603;100.506413
Q99460009;;13.842777777;100.4225
Q99460353;;13.845277777;100.381666666
Q99460485;;13.826111111;100.488333333
Q99460748;;13.824722222;100.419444444
Q99461105;;13.925833333;100.480277777
Q99461181;;13.809166666;100.472222222
Q99461290;;13.821111111;100.425833333
Q99461376;;13.819444444;100.459166666
Q99461501;;13.871111111;100.428333333
Q99461609;;13.834867;100.426075
Q99461847;;13.893895;100.492216
Q99462107;;13.8375;100.429722222
Q99462159;;13.831111111;100.4
Q99462358;;13.811388888;100.476666666
Q99472146;;14.004166666;100.542222222
Q99472340;;14.116111111;100.536111111
Q99472357;;14.114166666;100.385833333
Q99472369;;14.113888888;100.540277777
Q99472402;;14.089722222;100.539444444
Q99472425;;14.100555555;100.550555555
Q99472447;;14.094722222;100.545833333
Q99472462;;14.109722222;100.552222222
Q99472504;;14.085;100.534444444
Q99472515;;14.081388888;100.527777777
Q99472536;;14.064166666;100.54
Q99472546;;14.056111111;100.550277777
Q99476020;;14.053333333;100.560277777
Q99476503;;14.039722222;100.555277777
Q100234753;;13.656944444;100.511666666
Q100234759;;13.687644;100.44163
Q100234756;;13.695;100.479166666
Q100234757;;13.710277777;100.438333333
Q100256554;;13.566111111;100.054444444
Q100256558;;13.611388888;100.092777777
Q100256559;;13.630833333;100.082777777
Q100256556;;13.613611111;100.061388888
Q100256563;;13.635555555;100.104722222
Q100256561;;13.64;100.079166666
Q100256566;;13.587222222;100.100555555
Q100256567;;13.609166666;100.141111111
Q100256571;;13.661666666;100.124722222
Q100256569;;13.644166666;100.1175
Q100256574;;13.644166666;100.225
Q100256573;;13.649325;100.170874
Q100256579;;13.5975;100.160833333
Q100256576;;13.631611111;100.216527777
Q100256577;;13.605555555;100.155
Q100256583;;13.5775;100.228888888
Q100256581;;13.606666666;100.214444444
Q100256586;;13.584722222;100.191944444
Q100256584;;13.577222222;100.21
Q100256590;;13.525833333;100.186111111
Q100256589;;13.546666666;100.193611111
Q100256594;;13.559027777;100.147694444
Q100256592;;13.559722222;100.156388888
Q100256596;;13.561388888;100.125833333
Q100256597;;13.541666666;100.119166666
Q100256602;;13.529626;100.038223
Q100256600;;13.545277777;100.071388888
Q100256606;;13.511111111;100.065833333
Q100256604;;13.514444444;100.034444444
Q100256610;;13.495555555;100.083611111
Q100256608;;13.502777777;100.1125
Q100256615;;13.427222222;100.079166666
Q100256612;;13.485277777;100.053888888
Q100256618;;13.476388888;100.103611111
Q100256616;;13.436388888;100.111944444
Q100256622;;13.451111111;100.151388888
Q100256620;;13.482777777;100.122222222
Q100256626;;13.495833333;100.158333333
Q100256624;;13.489722222;100.136666666
Q100256630;;13.534722222;100.1525
Q100256628;;13.511388888;100.150833333
Q100256634;;13.490555555;100.183333333
Q100256632;;13.509361111;100.177722222
Q100256639;;13.500555555;100.218888888
Q100256636;;13.468333333;100.206944444
Q100256643;;13.533888888;100.230833333
Q100256640;;13.515833333;100.1975
Q100256641;;13.517777777;100.210833333
Q100256646;;13.53;100.238055555
Q100256650;;13.548611111;100.249166666
Q100256648;;13.533821;100.248855
Q100256654;;13.578333333;100.265277777
Q100256652;;13.573611111;100.240277777
Q100256658;;13.560185;100.27764
Q100256656;;13.572777777;100.273055555
Q100256663;;13.518611111;100.265833333
Q100256660;;13.545277777;100.277222222
Q100256666;;13.519722222;100.276388888
Q100256664;;13.53;100.282777777
Q100256670;;13.556111111;100.300833333
Q100256669;;13.533333333;100.301944444
Q100256674;;13.515277777;100.327777777
Q100256672;;13.562777777;100.314166666
Q100256678;;13.533055555;100.381111111
Q100256676;;13.516666666;100.400277777
Q100256682;;13.556666666;100.364166666
Q100256680;;13.556388888;100.387777777
Q100256686;;13.597222222;100.365833333
Q100256687;;13.600555555;100.374444444
Q100256684;;13.580555555;100.364722222
Q100256690;;13.593055555;100.331666666
Q100256691;;13.584444444;100.293611111
Q100268995;;9.536666666;99.153888888
Q100269004;;9.541388888;99.166666666
Q100277936;;13.818611111;100.671666666
Q100278110;;13.643333333;100.543333333
Q100292756;;9.517777777;99.228611111
Q100292975;;9.516944444;99.192222222
Q100293227;;9.549444444;99.198611111
Q100293346;;9.561944444;99.148611111
Q100293497;;9.493333333;99.134722222
Q100293526;;13.800702;100.286611
Q100293527;;13.806388888;100.284444444
Q100293524;;13.788611111;100.313888888
Q100293525;;13.805277777;100.324722222
Q100293530;;13.968333333;100.26
Q100293531;;13.976388888;100.270833333
Q100293528;;13.826261;100.296079
Q100293529;;13.848083333;100.277083333
Q100293534;;14.059389;100.237836
Q100293532;;14.014722222;100.217222222
Q100293533;;14.027222222;100.259555555
Q100293538;;14.100555555;100.199444444
Q100293539;;14.1;100.255277777
Q100293536;;14.076666666;100.208888888
Q99540820;;13.6875;100.48
Q16267285;;15.300277777;101.737222222
Q16267290;;15.745;99.948055555
Q16267291;;13.611793;99.947246
Q16304514;;13.89698611;100.60915833
Q16305083;;19.510916111;99.998301944
Q16305089;;17.58;104.6
Q16305861;;13.412466;99.969622
Q16305890;;14.099722222;99.415
Q16305927;;13.608598055;100.704686111
Q16305949;;18.730014386;98.88057877
Q16335925;;13.761965;100.502939
Q16465955;;14.974166666;102.100277777
Q16710580;;13.48119045;99.777726623
Q16862605;;9.148585;99.328898
Q16862637;;9.705595;100.025628
Q16862746;;9.733893;99.990381
Q16862982;;9.071384;99.121737
Q16913316;;13.429722222;99.946111111
Q16935408;;17.919444444;102.123055555
Q16957262;;14.937052;104.00071
Q16957264;;16.630887;100.248932
Wang Saen Suk;;13.2975;100.912
Q17040995;;13.780694444;100.494722222
Q17063772;;7.885714;98.387558
Q17152606;;13.796388888;99.736944444
Q17196934;;17.680611;99.311922
Q17246552;;13.82259;100.51767
Q17255310;;14.546817;100.894838
Q17278661;;14.37058;100.95585
Q17279000;;14.548888888;100.876111111
Q17279422;;14.468614;100.799583
Q17279587;;13.515833333;99.909444444
Q17280485;;14.54315;100.97514
Q17280785;;14.561944444;100.942777777
Q17283492;;14.565277777;100.934722222
Q17287494;;14.390932;100.968629
Q17300508;;14.66931;101.13088
Q17302934;;14.47849;100.726232
Q17330146;;13.76016;100.453574
Q17331743;;14.35433;100.414182
Q17334083;;17.449444444;101.408333333
Q17379783;;14.24517;100.711845
Q17390332;;13.819587;99.862827
Q17390333;;14.551944444;100.952222222
Q17398289;;14.31712;100.37963
Q17437454;;13.703888888;100.546666666
Q17450983;;14.317426111;100.455178055
Q100726187;;14.178333333;101.3175
Q100741435;;7.860833333;100.319444444
Q100742601;;9.133333333;99.163888888
Q100742607;;13.659444444;101.1425
Q100742795;;7.76;99.509722222
Q100742995;;13.743055555;101.115833333
Q100743552;;10.655833333;99.168333333
Q100743609;;7.963888888;100.227222222
Q100744089;;8.198333333;98.297777777
Q100744174;;8.093888888;98.304722222
Q100744262;;8.086666666;98.341388888
Q100744273;;13.7125;101.282222222
Q100744482;;9.145;99.171111111
Q100744514;;7.23875;100.331305555
Q100744574;;9.087777777;99.181666666
Q100744633;;9.106111111;99.1525
Q100744692;;9.191666666;99.219722222
Q100744896;;9.203333333;99.241388888
Q100745105;;9.223333333;99.238055555
Q100745508;;9.181111111;99.250277777
Q100745831;;8.351944444;99.230555555
Q100746060;;9.188333333;99.253611111
Q100746860;;9.178055555;99.236666666
Q100747224;;9.171944444;99.156666666
Q100747526;;9.151944444;99.1175
Q100747755;;9.168611111;99.1525
Q100747927;;9.110277777;99.184444444
Q100748653;;9.121111111;99.204722222
Q100748757;;9.068333333;99.125555555
Q100748935;;9.06;99.093611111
Q100749145;;9.076388888;99.055555555
Q100749289;;7.938888888;98.380277777
Q100749381;;9.072777777;99.07
Q100749520;;9.094444444;99.081388888
Q100786496;;9.059722222;99.048611111
Q100786849;;9.071666666;99.390833333
Q100786917;;8.654444444;99.293333333
Q100786983;;8.629444444;99.374444444
Q100804875;;8.601111111;99.309166666
Q100804966;;8.566944444;99.3725
Q100805046;;8.573333333;99.348055555
Q100805133;;8.531666666;99.330833333
Q100805211;;8.607777777;99.27
Q100805278;;8.595638055;99.327876944
Q100805388;;8.594166666;99.4225
Q100805428;;8.641111111;99.422777777
Q100805655;;8.631666666;99.348055555
Q100805749;;17.037777777;100.139166666
Q100805870;;8.6145;99.338361111
Q100805930;;8.527222222;99.3825
Q100806055;;8.856666666;98.809166666
Q100806130;;9.1325;99.675833333
Q100811537;;8.556944444;99.403333333
Q100812687;;8.513611111;99.333333333
Q100812687;;8.514383938;99.333335045
Q100814214;;9.505833333;99.226944444
Q100815691;;9.03;98.986388888
Q100886301;;9.605833333;99.131944444
Q100886435;;9.5975;99.104722222
Q100886620;;8.671944444;98.785555555
Q100886680;;8.747777777;98.839166666
Q100886958;;9.206388888;99.511666666
Q100887195;;9.114166666;99.505
Q100887218;;9.165833333;99.1975
Q100888033;;16.845833333;102.678611111
Q100888205;;8.601388888;99.019166666
Q100888704;;8.730833333;98.824444444
Q100894851;;15.848055555;104.611388888
Q101229370;;19.484444444;98.966111111
Wat Chiang Man;;19.465;98.965555555
Q101439178;;15.920833333;103.458611111
Q101439228;;19.298529;97.963022
Q101439305;;19.297887;97.963932
Q101471201;;12.134444444;99.958888888
Q101473193;;17.408333333;101.049444444
Q101473618;;17.7775;101.670277777
Q101474854;;17.201944444;99.851944444
Q101515876;;13.455555555;99.886111111
Q101517656;;13.474444444;99.880277777
Q101526955;;13.543611111;99.812222222
Q101527534;;13.715555555;99.850277777
Q101529289;;13.568055555;99.798611111
Q101532317;;13.701614;99.846834
Q101533234;;13.350277777;99.7975
Q101533375;;13.696666666;99.756944444
Q101533483;;13.553611111;99.965555555
Q101533717;;13.51;99.981666666
Q99476578;;14.036666666;100.546666666
Q99476582;;14.073055555;100.522777777
Q99476593;;14.063333333;100.534166666
Q99476600;;14.049444444;100.542777777
Q99476604;;14.048333333;100.552222222
Q99476612;;14.040555555;100.421666666
Q99476782;;14.093888888;100.709166666
Q99482492;;14.005833333;100.536666666
Q99482699;;13.992222222;100.527222222
Q99482765;;13.957777777;100.530833333
Q99482912;;13.962222222;100.540555555
Q99482955;;13.95;100.508055555
Q99483035;;13.956944444;100.535833333
Q99483117;;13.999444444;100.5325
Q99483674;;13.535555555;100.244722222
Q99483926;;13.595277777;100.2225
Q99484002;;13.54478;100.24723
Q99484110;;13.602222222;100.229166666
Q99506677;;13.425833333;99.965
Q99507102;;13.420277777;99.9625
Q99507469;;13.415555555;99.989166666
Q99518213;;13.687777777;100.5575
Q99518227;;13.407222222;99.970277777
Q99518240;;13.434166666;100.005555555
Q99518252;;13.468333333;99.938055555
Q99518257;;13.4525;99.941944444
Q99518266;;13.439722222;99.944444444
Q99518273;;13.448333333;99.9175
Q99518282;;13.446944444;99.977777777
Q99518844;;13.701111111;101.140555555
Q99518848;;13.398888888;99.968611111
Q99518862;;13.402777777;99.969166666
Q99518864;;13.403055555;99.948333333
Q99518933;;13.387777777;100.000833333
Q99518946;;13.434166666;99.991666666
Q99518959;;13.654444444;100.530555555
Q99518970;;13.606388888;100.565
Q99518981;;13.401388888;99.997222222
Q99518989;;13.414166666;99.995277777
Q99519105;;13.441666666;100.0125
Q99519531;;13.721388888;101.202222222
Q99519602;;13.663055555;101.035277777
Q99519642;;13.641111111;101.121944444
Q99519706;;13.796388888;101.057222222
Q99519766;;13.742135;101.208959
Q99519794;;13.663055555;100.957222222
Q99519821;;13.639166666;101.338055555
Q99520026;;13.439166666;99.937777777
Q99520786;;13.441111111;99.951944444
Q99520800;;13.439722222;99.957777777
Q99520816;;13.442777777;99.9675
Q99520823;;13.443333333;99.946111111
Q99520831;;13.425833333;99.888888888
Q99520847;;13.444166666;99.916944444
Q99520857;;13.448611111;99.903611111
Q99520863;;13.441388888;99.929166666
Q99520873;;13.449166666;99.914722222
Q99520887;;13.4475;99.891111111
Q99520917;;13.431944444;99.951388888
Q99521351;;13.704722222;101.106388888
Q99521369;;13.701388888;101.108055555
Q99521401;;13.729166666;101.047777777
Q99521414;;13.791666666;100.969444444
Q99526035;;14.421111111;100.202777777
Q99526338;;13.745833333;101.339166666
Q99526558;;13.718892;100.47897
Q99526785;;13.743333333;101.329444444
Q99526839;;13.794166666;101.192777777
Q99526949;;13.694166666;101.164444444
Q99526957;;13.875;101.140833333
Q99527027;;13.841944444;100.951388888
Q99527116;;13.894444444;101.029166666
Q99527234;;13.549166666;100.996944444
Q99527249;;13.556111111;100.960833333
Q99527301;;13.601062;101.078464
Q99527306;;13.599444444;101.038888888
Q99527311;;13.608611111;101.270555555
Q99527309;;13.604722222;101.112777777
Q99527317;;13.646666666;101.294444444
Q99527340;;13.727777777;101.348333333
Q99527364;;13.725555555;101.352777777
Q99527962;;13.768333333;101.385277777
Q99528104;;13.747222222;101.328055555
Q99528463;;13.731944444;101.326111111
Q99528597;;13.772777777;101.353888888
Q99528626;;13.804166666;101.354166666
Q99529202;;13.673333333;101.331944444
Q99529397;;13.764166666;101.002777777
Q99529438;;13.709166666;101.111111111
Q99529487;;13.761388888;101.08
Q99530432;;13.698888888;101.088888888
Q99530464;;13.6875;101.087222222
Q99531345;;13.651944444;101.655555555
Q99539416;;13.652777777;100.530555555
Q99539421;;13.849722222;100.730277777
Q99539427;;13.886111111;100.7075
Q99539453;;13.854722222;100.561944444
Q99540172;;13.71;100.561111111
Q99540264;;13.704166666;100.587777777
Q99540792;;13.834166666;100.529444444
Q56246387;;9.731666666;99.985555555
Q56248167;;9.710833333;99.992777777
Q56248290;;9.743333333;99.985555555
Q56248377;;9.771944444;100.055
Q56248512;;9.738537;100.007766
Q56249069;;9.756111111;99.967222222
Q56249126;;9.703333333;100.029166666
Q56249324;;9.712627;100.0071
Q56249620;;9.387949;99.206992
Q56250426;;9.135277777;99.226666666
Q56254032;;9.158611111;99.230833333
Q56254430;;9.156944444;99.224444444
Q56257590;;18.186388888;103.736388888
Q56273362;;14.7425;98.635833333
Q56274188;;18.78068;99.004392
Q56285701;;9.065555555;99.119166666
Q56285721;;8.981111111;99.240833333
Q56291365;;14.267461;100.781055
Q56447615;;19.29822;97.967671
Q56476946;;7.386944444;100.461388888
Q56476974;;16.807777777;100.246388888
Q56476983;;16.804332;100.245401
Q56479201;;15.600833333;100.641111111
Q56479265;;15.601388888;100.6525
Q56479288;;15.488611111;100.148055555
Q56479335;;15.715555555;100.126944444
Q56528599;;13.772222222;100.501666666
Q56528745;;13.742222222;100.588333333
Q56528850;;13.808746;100.519197
Q56528961;;13.706388888;100.787777777
Q56557612;;13.603055555;100.745
Q56557625;;13.682222222;100.586111111
Q56557732;;13.922777777;100.481388888
Q56560884;;13.676944444;100.718888888
Q56560928;;13.593055555;100.599444444
Q56561001;;13.6675;100.520833333
Q56561022;;13.505;100.728611111
Q56561154;;13.668333333;100.555555555
Q56561282;;13.667222222;100.528611111
Q56561323;;13.666944444;100.526944444
Q56561406;;15.813611111;104.136388888
Q56561433;;15.797777777;104.148333333
Q56561470;;15.790833333;104.1425
Q56561509;;15.801111111;104.2025
Q56561576;;16.7125;104.754722222
Q56561728;;7.880277777;98.425833333
Q56561800;;7.989444444;98.354722222
Q56561800;;7.98997;98.35483
Q56575649;;7.194644;100.577764
Q56575753;;7.633055555;100.393611111
Q56580157;;19.165555555;100.0025
Q56580291;;19.169722222;99.988888888
Q56580406;;19.173888888;99.986666666
Q56588620;;6.8825;100.415555555
Q56588769;;6.744444444;100.450555555
Q56598914;;19.139722222;100.018611111
Q56598951;;19.165277777;99.900833333
Q56598965;;19.16693;99.903239
Q56876219;;13.733333333;100.505277777
Q56876247;;13.713888888;100.505555555
Q56876527;;13.7675;100.4925
Q56878186;;13.768611111;100.492777777
Q56878200;;13.78;100.498055555
Q56878315;;13.7725;100.488611111
Q56878587;;13.772485;100.494509
Q56882108;;14.99209;102.229094
Q56882224;;13.057777777;99.923333333
Q57265648;;14.829166666;102.22
Q57267260;;18.621722222;98.942083333
Q57314443;;14.391111111;100.742777777
Q57315956;;13.818611111;102.0675
Q57417677;;13.864722222;101.425555555
Q57417799;;14.053055555;101.337222222
Q57417868;;13.828055555;101.811111111
Q57446438;;15.381388888;99.628055555
Q57610098;;14.824162;104.14782
Q57656186;;14.815277777;102.222222222
Q57694251;;20.012025;100.328818
Q57703860;;13.809722222;100.160555555
Q57743348;;14.098888888;100.6275
Q57743541;;14.365045;100.567676
Q57832807;;15.148684;105.467827
Q57833223;;15.230277777;104.861388888
Q57833794;;8.520019;98.566278
Q57833972;;8.88525;98.267777777
Q58288994;;13.80912;100.220338
Q58289278;;13.97;100.284166666
Q58348262;;13.794066;100.194498
Q58349890;;13.787222222;100.171666666
Q58354162;;13.793333333;100.191111111
Q58354767;;13.863611111;100.138611111
