itemLabel;population;latitude;longitude
Q16004168;;14.37;100.59
Q16004169;;13.682222222;100.526944444
Q16004174;;17.216667;103.901667
Q16004175;;7.79879;99.54888
Q16004172;;15.866111111;103.655
Q16004173;;19.158475;99.899795
Q16004178;;13.369398;100.993122
Q16004179;;14.458388888;99.132527777
Q16004177;;19.6771;100.2025
Q16004182;;11.815388;99.798153
Q16004183;;14.359078888;100.561713055
Q16004180;;13.566194;99.90649
Q16004181;;17.595277777;100.163055555
Q16004186;;13.102777777;99.959444444
Q16004187;;13.975;100.526111111
Q16004184;;14.73;100.6
Q16004190;;13.751944444;100.519444444
Q16004191;;18.779551;99.038041
Q16004188;;14.604722222;104.4125
Q16004189;;13.572777777;100.881944444
Q16004194;;13.819342;100.439484
Q16004195;;13.448611111;99.948055555
Q16004192;;17.619722222;100.190555555
Q16004193;;13.869166666;100.535277777
Q16004198;;13.441111111;99.940833333
Q16004199;;14.018927777;100.539811111
Q16004196;;13.60521;100.71175
Q16004197;;12.249444444;102.496388888
Q16004203;;13.714444444;100.630833333
Q16004200;;13.736143;100.510788
Q16004206;;13.689166666;101.074722222
Q16004207;;18.203611111;100.292777777
Q16004204;;20.40718;99.997047
Q16004205;;15.10869;101.55944
Q16004210;;19.750833333;100.238888888
Q16004211;;19.684444444;100.183611111
Q16004208;;13.415833333;100.031944444
Wat Chedi Sao;;18.322222222;99.514722222
Q100698853;;13.711777777;100.621888888
Q100698858;;13.729444444;100.707777777
Q100698856;;13.715;100.641388888
Q100698862;;13.682222222;100.680555555
Q100698863;;13.677222222;100.663888888
Q100698860;;13.701111111;100.677777777
Q100698861;;13.6675;100.694722222
Q100698866;;13.827222222;100.617222222
Q100698864;;13.693611111;100.594166666
Q100698870;;13.746111111;100.574722222
Q100698871;;13.748888888;100.551111111
Q100698868;;13.825555555;100.590833333
Q100698869;;13.783888888;100.599444444
Q100698875;;13.741444444;100.506805555
Q100698872;;13.761666666;100.543888888
Q100698873;;13.781388888;100.570833333
Q100698879;;13.710277777;100.514722222
Q100698877;;13.740222222;100.508916666
Q100698880;;13.678305555;100.545222222
Q100699202;;13.702843;100.622743
Q100699289;;13.741111111;100.509444444
Q100699450;;16.44;100.299722222
Q100699585;;15.280833333;99.906111111
Q100699770;;14.417777777;100.689166666
Q100707771;;13.164166666;100.925833333
Q100707991;;13.005555555;101.995833333
Q100708236;;9.601944444;99.066666666
Q100708746;;13.731111111;100.890555555
Q100715910;;13.65;100.940833333
Q100715911;;13.6;100.907777777
Q100715909;;13.628055555;100.953888888
Q100715914;;13.5725;100.900555555
Q100715915;;13.546944444;100.864722222
Q100715912;;13.568888888;100.912222222
Q100715918;;13.631944444;100.885555555
Q100715919;;13.683333333;100.895
Q100715916;;13.576944444;100.855833333
Q100715917;;13.631944444;100.86
Q100715923;;13.612777777;100.822777777
Q100715920;;13.666666666;100.865833333
Q100715921;;13.668111111;100.857694444
Q100715927;;13.5925;100.789722222
Q100715924;;13.594722222;100.831388888
Q100715925;;13.589722222;100.816944444
Q100715930;;13.696111111;100.824166666
Q100715928;;13.626736;100.795221
Q100715929;;13.67;100.799444444
Q100715934;;13.629109;100.773191
Q100715935;;13.613333333;100.74
Q100715932;;13.685817;100.787392
Q100715933;;13.668977;100.767881
Q100715938;;13.540951;100.741731
Q100715939;;13.541388888;100.781388888
Q100715937;;13.531666666;100.731666666
Q100715943;;13.530555555;100.874444444
Q100715940;;13.535;100.811944444
Q100715941;;13.541388888;100.823055555
Q100715946;;13.50232;100.814717
Q100715947;;13.511111111;100.821111111
Q100715944;;13.493888888;100.853333333
Q100715945;;13.493611111;100.816388888
Q100715950;;13.518333333;100.684166666
Q100715948;;13.513888888;100.820833333
Q100715949;;13.499444444;100.7675
Q100715954;;13.56;100.692222222
Q100715955;;13.572222222;100.639444444
Q100715952;;13.520555555;100.643888888
Q100715958;;13.591388888;100.604444444
Q100715959;;13.566944444;100.6025
Q100715956;;13.565833333;100.616388888
Q100715957;;13.575833333;100.610833333
Q100715962;;13.569166666;100.548055555
Q100715963;;13.563611111;100.539722222
Q100715961;;13.574166666;100.595666666
Q100715966;;13.543333333;100.470833333
Q100715967;;13.595277777;100.463055555
Q100715964;;13.506777777;100.531138888
Q100715965;;13.548333333;100.523055555
Q100715970;;13.580277777;100.470833333
Q100715971;;13.586111111;100.492777777
Q100715974;;13.613333333;100.54
Q100715975;;13.620555555;100.531666666
Q100715972;;13.588055555;100.559722222
Q100715973;;13.590555555;100.561111111
Q100715979;;13.612222222;100.588055555
Q100715976;;13.6225;100.551944444
Q100715977;;13.619166666;100.565833333
Q100715982;;13.649722222;100.655833333
Q100715983;;13.663888888;100.673611111
Q100715980;;13.624444444;100.583888888
Q100715981;;13.628333333;100.596388888
Q100715987;;13.655555555;100.538888888
Q4921712;;13.721955555;100.470483333
Q4926259;;18.086278055;100.204138888
Q4926293;;7.600833333;100.391944444
Q5368613;;17.0;99.81666667
Q5369815;;14.33;100.58
Wat Chedi Luang;;18.786944444;98.986388888
Q1471396;;14.36888889;100.53972222
Wat Mahathat Yuwaratrangsarit;;13.75536;100.49
Wat Bowonniwet;;13.76035;100.49985
Wat Phra Si Rattana Mahathat;;16.82361111;100.2625
Q1493423;;16.698563888;98.528336111
Q1513232;;13.749119444;100.497319444
Wat Chiang Man;;18.79379;98.9894
Wat Phrathat Doi Suthep;;18.8052;98.9216
Q1519293;;13.70226;100.465089
Q1527074;;13.7754;100.503305555
Wat Intharawihan;;13.76687;100.50286
Wat Ratchanatdaram;;13.75482;100.50426
Q1570597;;14.642708333;100.427752777
Q1631707;;13.886655;100.496417
Wat Phra Sri Ratana Mahathat;;14.79861111;100.61388889
Q1672261;;17.742422;103.359109
Q1675709;;13.82166;100.50359
Q1687252;;14.0775;100.526111111
Q1696366;;13.760397222;100.495680555
Wat Chiang Yuen;;18.796316666;98.988558333
Q1702219;;13.966944444;100.531111111
Q1702650;;12.6825;101.27972222
Q1703293;;14.71833333;100.78861111
Chiang Saen;;20.27694;100.08348
Q1713333;;16.716455555;98.566180555
Q1725419;;17.6536;100.1403
Wat Phra That Phanom;;16.94277778;104.72416667
Q1725550;;9.71083333;99.98694444
Q1750655;;16.501342;99.514829
Q1774243;;14.035555555;99.788055555
Q1799983;;18.581458333;98.996161111
Q19439058;;16.251111111;103.070833333
Q26435547;;19.035;100.778888888
Q26435694;;14.376282;101.00179
Q26437665;;16.638397;102.360367
Q26480655;;14.468324;100.375134
Q26480850;;14.530377;100.915645
Q26689944;;14.377032;100.366946
Q26700370;;14.192642;101.345081
Q26700381;;14.397312;101.017722
Q26711997;;14.184073;100.58158
Q26720242;;14.16708;100.663429
Q26722724;;14.754326;101.077764
Q26808335;;14.362367;100.878281
Q26833951;;13.877563;100.101048
Q26862613;;14.428599;100.902971
Q26868718;;14.383611111;100.296111111
Q26934477;;7.645432;100.091175
Q27030919;;14.433055555;100.808055555
Q27030923;;14.557319;100.835612
Q27030939;;12.643715;101.492317
Q27030948;;14.155517;100.641211
Q27036944;;14.446485;100.928292
Q27889494;;16.306324;103.666173
Q66812819;;14.610555555;100.357222222
Q66812873;;14.591166666;100.346222222
Q66812905;;14.603333333;100.35
Q100566398;;9.057777777;99.2525
Q100566924;;9.009722222;99.271666666
Q100567317;;9.046666666;99.162777777
Q100567954;;8.999444444;99.172777777
Q100568538;;9.075555555;99.164722222
Q100568853;;9.072777777;99.200555555
Q100569185;;9.098888888;99.105
Q100569539;;15.380824;104.831956
Q100594847;;14.053888888;100.3475
Q100594845;;14.101944444;100.359444444
Q100594850;;14.020277777;100.383888888
Q100594849;;14.035804;100.357894
Q100594852;;14.024722222;100.409444444
Q100594853;;14.009444444;100.424722222
Q100594858;;13.945277777;100.508888888
Q100594856;;13.99357;100.466658
Q100594857;;13.942916666;100.50025
Q100594862;;13.954166666;100.525555555
Q100594860;;13.948055555;100.509444444
Q100594866;;13.968878;100.529413
Q100594864;;13.956111111;100.536388888
Q100594871;;13.969559;100.564145
Q100594868;;13.967777777;100.537222222
Q100594869;;13.960555555;100.541027777
Q100594874;;13.955277777;100.573333333
Q100594878;;13.999444444;100.582777777
Q100594876;;13.973333333;100.6025
Q100594883;;14.000944444;100.541416666
Q100594880;;13.990277777;100.5725
Q100594881;;13.996666666;100.549444444
Q100594887;;13.987777777;100.537777777
Q100594885;;13.993055555;100.538333333
Q100594890;;13.983333333;100.524722222
Q100594888;;13.970555555;100.534444444
Q95389539;;13.469628;99.970394
Q96050957;;14.117222222;100.115833333
Q96236430;;13.876555555;100.321416666
Q96236494;;13.743055555;100.456388888
Q96252461;;13.879722222;100.482222222
Q96252489;;13.886388888;100.490277777
Q96399267;;13.714166666;100.5925
Q96487375;;13.923836111;100.501619444
Q96611688;;15.461666666;100.135
Q96634628;;13.540833333;100.247833333
Q96742718;;13.585277777;100.232222222
Q96782192;;13.543611111;100.277777777
Q96782361;;13.737222222;100.080555555
Q97039105;;15.57243;104.049181
Q97096978;;13.666944444;100.269166666
Q97097112;;13.622222222;100.351666666
Q100715984;;13.650277777;100.696388888
Q100715985;;13.660277777;100.711388888
Q100715990;;13.666944444;100.581388888
Q100715991;;13.689166666;100.563611111
Q100715988;;13.656388888;100.547222222
Q100715989;;13.658055555;100.571388888
Q100723626;;13.43286;99.90401
Q100726034;;14.330833333;100.9425
Q97097233;;13.662222222;100.222222222
Q97119792;;13.545833333;100.272222222
Q97152406;;8.910833333;99.847777777
Q97226216;;17.840555555;102.751944444
Q97310770;;13.652816;100.44745
Q97377967;;13.645277777;100.276666666
Q97441372;;13.585833333;100.101388888
Q97455892;;13.594444444;100.2625
Q97456073;;13.501111111;99.9275
Q97456876;;13.728888888;100.490555555
Q97527658;;13.7;100.241666666
Q97588425;;13.759166666;100.614444444
Q97591934;;14.065555555;100.619444444
Q97613850;;13.709444444;100.491388888
Q97621552;;13.839722222;100.422777777
Q97669271;;14.431833333;100.402666666
Q97823500;;13.620277777;100.650277777
Q97823893;;13.765;100.501666666
Q97893773;;13.5575;100.183333333
Q97984652;;13.747222222;100.506111111
Q98034307;;13.573888888;100.078055555
Q98034409;;13.675833333;100.519166666
Q98080102;;13.672222222;100.513611111
Q98080107;;13.671388888;100.503055555
Q98080116;;13.68289;100.504702
Q98080124;;13.683611111;100.496388888
Q98108762;;13.681944444;100.574166666
Q98108760;;13.658055555;100.557222222
Q98108766;;13.79;100.506388888
Q98108765;;13.810972222;100.515194444
Q98114647;;13.846111111;100.604444444
Q98114679;;13.686944444;100.489166666
Q98114782;;13.513055555;100.184166666
Q98120101;;13.6975;100.576944444
Q98271439;;13.514722222;100.19
Q98432603;;13.748888888;100.570833333
Q98446779;;13.665833333;100.540833333
Q98446776;;13.912916666;100.492416666
Q98520201;;13.905595;100.492017
Q98539549;;14.860555555;100.444444444
Q98540451;;13.661277777;100.529388888
Q98601351;;13.731944444;100.489166666
Q98620818;;13.684722222;100.562222222
Q98620904;;13.636944444;100.532777777
Q98624166;;13.646388888;100.599722222
Q98624352;;13.662222222;100.547777777
Q98637403;;13.668611111;100.546944444
Q98662883;;13.662222222;100.530555555
Q98663041;;13.572777777;100.531388888
Wat Bang Bon;;13.641111111;100.379444444
Q98787266;;13.707944444;100.482527777
Q98787381;;13.507777777;100.174444444
Q98787679;;13.785833333;100.465277777
Q98807671;;13.708888888;100.507777777
Q98807669;;13.783611111;100.463333333
Q98815029;;14.053611111;100.540277777
Q98834295;;13.673877;100.533387
Q98834398;;13.747222222;100.275555555
Q98834451;;13.764416666;100.497361111
Q98840907;;13.676944444;100.338888888
Q98842867;;13.674166666;100.5225
Q98966434;;13.704166666;100.490555555
Q98999898;;13.712222222;100.476666666
Q99008042;;13.638888888;100.524166666
Q99147839;;13.729416;100.387916
Q99148582;;13.888888888;100.5825
Q99149103;;13.729971;100.488386
Q99170252;;7.691111111;100.062777777
Q99170991;;7.690873;100.058993
Q99175187;;13.694444444;100.46
Q99192598;;13.752413;100.521109
Q99196779;;13.788333333;100.498611111
Q99198041;;13.745555555;100.513055555
Q53037254;;14.986944444;100.659166666
Q53996357;;8.121944444;98.959722222
Q54366415;;14.344444444;100.119444444
Q54366428;;14.368055555;100.0425
Q54397446;;15.455;104.808333333
Q54398960;;16.303055555;100.315555555
Q54491524;;15.097222222;100.456388888
Q54492289;;14.828888888;100.693333333
Q54554561;;13.929722222;100.200833333
Q54815526;;14.736104;99.614883
Q54834360;;13.930833333;100.659166666
Q54910889;;13.530833333;100.275555555
Q54963854;;13.761666666;100.461111111
Q55008502;;7.631111111;100.334166666
Q55069018;;13.630919;101.924879
Q55105904;;13.765555555;100.474166666
Q55106140;;13.758333333;100.480277777
Q55106208;;13.756388888;100.481944444
Q55106272;;13.775277777;100.4725
Q55153388;;13.743914;100.472192
Q55153772;;13.753184;100.478496
Wat Bang Bamru;;13.776666666;100.473888888
Q55191662;;13.759421;100.474639
Q55191800;;13.75458;100.479537
Q55191895;;13.772777777;100.476944444
Q55225353;;13.760555555;101.377222222
Q55258857;;20.329722222;99.864166666
Q55259085;;7.801944444;99.573055555
Q55314151;;14.214722222;100.913055555
Q55315574;;14.177777777;100.893333333
Q55318124;;14.164722222;100.936388888
Q55333874;;13.770555555;100.489166666
Q55344823;;8.938888888;99.814166666
Q55353858;;9.150555555;99.307222222
Q55353882;;9.147222222;99.327222222
Q55353895;;9.153611111;99.352777777
Q55353910;;9.126111111;99.332777777
Q55353923;;9.13;99.317222222
Q55353952;;9.145;99.325833333
Q55353990;;9.146388888;99.325277777
Q55354018;;9.155277777;99.338055555
Q55354112;;9.127368;99.318162
Q55354150;;9.116944444;99.308611111
Q55362579;;9.042284;99.843727
Q55362724;;9.026654;99.87439
Q55362764;;8.999325;99.876209
Q55395448;;18.058888888;100.123055555
Q55396179;;8.434444444;99.779444444
Q55398377;;13.682382;100.447726
Q55411701;;13.756111111;100.455277777
Q55412850;;13.335;99.965277777
Q55412920;;13.3525;99.934444444
Q55431289;;9.009038;99.912167
Q55431406;;9.006236;99.888853
Q55432069;;7.540115225;99.606882879
Q55432273;;7.542777777;99.627222222
Q55433261;;7.551944444;99.609166666
Q55433364;;7.554444444;99.602222222
Q55445244;;7.531063055;99.09423
Q55449360;;7.484325;99.108888888
Q55496786;;13.474166666;100.8725
Q55497295;;9.451111111;100.031111111
Q55637445;;13.719166666;100.441111111
Q55648758;;13.696666666;100.466111111
Q56006939;;14.16;100.160277777
Q56006942;;14.301111111;100.941666666
Q56006948;;15.2525;105.231388888
Q56056940;;7.574444444;99.611111111
Q56062434;;14.209166666;101.225277777
Q56062442;;14.67807;100.43828
Q56062448;;13.771944444;100.284166666
Q56070725;;13.32;99.944166666
Q56070825;;9.276388888;99.813888888
Q56084761;;13.796944444;101.930833333
Q56117467;;7.899166666;98.390277777
Q56117533;;7.886388888;98.389444444
Q56117708;;8.035833333;98.345
Q56117731;;7.988611111;98.312222222
Q56119210;;18.249166666;99.387222222
Q56119314;;18.830833333;99.021944444
Q56119431;;18.283333333;99.499722222
Q56119431;;18.28416667;99.49972222
Q56119468;;18.290555555;99.480555555
Q56119495;;18.280833333;99.384166666
Q56119527;;18.309722222;99.353888888
Q56119992;;18.295;99.496666666
Q56150628;;14.2125;100.941944444
Q56196550;;7.259444444;100.298055555
Q56229232;;14.780301;100.830049
Q56229346;;16.569722222;100.538611111
Q56229355;;16.606944444;100.578055555
Q56229380;;16.6025;100.569166666
Q56229414;;16.599722222;100.538333333
Q56229430;;16.629234;100.580008
Q56229485;;16.628611111;100.533888888
Q56245847;;9.166944444;99.475555555
Q56246103;;9.785277777;100.005277777
Q100152702;;9.103888888;99.718888888
Q100152700;;9.201388888;99.675555555
Q100152736;;9.053888888;99.710555555
Q100152784;;9.193055555;99.151666666
Q100157916;;13.541388888;100.271111111
Q100157925;;13.775;100.560833333
Q100158016;;13.635;100.573055555
Q100158021;;13.631666666;100.189722222
Q100158035;;7.562777777;99.638055555
Q100158032;;13.823888888;100.055277777
Q100158091;;9.2325;99.1375
Q100158437;;9.218333333;99.160277777
Q100158527;;9.24;99.176666666
Q100158586;;9.218888888;99.225833333
Q100158611;;9.209166666;99.859722222
Q100158718;;9.161486;99.862621
Q100159326;;9.267222222;99.196666666
Q100159339;;9.289463;99.197684
Q100159349;;13.603611111;100.595833333
Q100159375;;13.651388888;100.581944444
Q100159683;;9.260555555;99.186111111
Q100159762;;9.251388888;99.1825
Q100159928;;9.293888888;99.205833333
Q100160031;;9.256388888;99.189444444
Q100160157;;9.262777777;99.192222222
Q100163181;;9.238333333;99.1925
Q100166340;;9.294444444;99.020833333
Q100166374;;9.336944444;99.105277777
Q100166468;;9.326111111;99.106944444
Q100166706;;9.34572;99.120695
Q100166718;;9.322716;98.990828
Q100169967;;9.589166666;99.157777777
Q100171296;;9.6725;98.965833333
Q100182395;;9.628055555;99.152222222
Q100183243;;9.669722222;99.143055555
Q100184285;;9.581111111;99.185833333
Q100185440;;9.560277777;99.172222222
Q100186518;;9.586111111;99.203611111
Q100194135;;13.791388888;100.475111111
Q100234039;;13.738611111;100.119444444
Q100234552;;9.483222222;99.091111111
Q100234622;;9.596944444;98.929166666
Q100234695;;13.749433;100.485238
Q100234698;;13.771079;100.453577
Q100234699;;13.773888888;100.453611111
Q100234696;;13.763096;100.489871
Q100234697;;13.764277;100.487827
Q100234702;;13.773055555;100.449166666
Q100234703;;13.773888888;100.441666666
Q100234700;;13.791944444;100.466666666
Q100234701;;13.772502;100.450853
Q100234707;;13.776388888;100.428611111
Q100234704;;13.773888888;100.439722222
Q100234705;;13.793611111;100.418055555
Q100234710;;13.758055555;100.433333333
Q100234711;;13.766982;100.417041
Q100234708;;13.768611111;100.4275
Q100234709;;13.764166666;100.434722222
Q100234714;;13.747777777;100.438611111
Q100234715;;13.7475;100.442222222
Q100234712;;13.7575;100.415277777
Q100234713;;13.752777777;100.440555555
Q100234718;;13.744722222;100.419722222
Q100234719;;13.741944444;100.427777777
Q100234716;;13.740833333;100.448611111
Q100234717;;13.741111111;100.433888888
Q100234722;;13.742777777;100.459166666
Q100234723;;13.738055555;100.460277777
Q100234720;;13.734166666;100.431944444
Q100234721;;13.738333333;100.457222222
Q100234726;;13.769166666;100.364444444
Q100234727;;13.760555555;100.384444444
Q100234724;;13.731515;100.461713
Q100234725;;13.736874;100.480838
Q100234730;;13.721944444;100.340555555
Q100234731;;13.705;100.348333333
Q100234728;;13.749166666;100.354166666
Q100234729;;13.730277777;100.368611111
Q100234734;;13.684444444;100.363055555
Q100234735;;13.655277777;100.344722222
Q100234732;;13.698416666;100.358361111
Q100234733;;13.687222222;100.374166666
Q100234738;;13.614722222;100.383333333
Q100234739;;13.591388888;100.386944444
Q100234736;;13.674166666;100.404166666
Q100234737;;13.639305555;100.393333333
Q100234742;;13.654017;100.437388
Q100234743;;13.672944444;100.448138888
Q100234740;;13.604444444;100.378611111
Q100234741;;13.632777777;100.420555555
Q100234746;;13.618888888;100.449722222
Q100234747;;13.608055555;100.438888888
Q100234744;;13.674906;100.448095
Q100234745;;13.665555555;100.446944444
Q100234751;;13.613055555;100.480555555
Q100234748;;13.569166666;100.439444444
Q100234749;;13.541944444;100.445833333
Q16004214;;17.745;102.681111111
Q16004215;;13.6009;99.84486
Q16004213;;19.138055555;100.262777777
Q16004218;;13.440833333;99.920555555
Q16004219;;13.533611111;99.983333333
Wat Phumarin Kudi Thong;;13.42;99.950833333
Q16004217;;13.431666666;100.005555555
Q16004222;;18.776226;100.772026
Q16004223;;18.612777777;99.171944444
Q16004221;;18.076388888;100.1925
Q16004226;;18.389722222;99.593611111
Q16004224;;18.68;99.15
Q16004228;;6.232;102.029
Q16004229;;18.455555555;98.921388888
Q16004234;;15.117777777;104.328611111
Q16004235;;13.741208888;100.489578055
Q16004233;;14.806944444;100.609722222
Q16004236;;18.55;98.98
Q16004237;;18.741363;99.122718
Q16004242;;14.91;100.47
Q16004243;;17.018611111;99.853611111
Q16004240;;17.114158;99.66056
Q16004241;;6.668611111;101.168861111
Q16004246;;14.798055555;100.610833333
Q16004247;;12.943611111;99.856388888
Q16004244;;9.16618;99.8615
Q16004245;;14.884444444;103.491388888
Q16004250;;13.448333;99.952438
Q16004251;;14.054444444;101.385833333
Wat Ko Kaeo;;13.462222222;99.945555555
Q16004249;;10.508055555;99.157222222
Q16004254;;14.82789;100.747558
Q16004252;;15.046624;100.713254
Q16004253;;8.5432;99.84302
Q16004258;;16.966753;99.447758
Q16004259;;15.072175;101.36311
Q16004256;;16.915833333;99.843611111
Q16004257;;15.056388888;100.7425
Q16004262;;14.982308;100.474817
Q16004260;;14.2475;101.276388888
Q16004261;;14.841666666;101.038611111
Q16004267;;18.131711;103.880607
Q16004264;;14.785277777;100.600555555
Q16004265;;13.713361944;100.454601111
Q16004270;;13.378333333;99.869444444
Q16004271;;14.799444444;100.608333333
Q16004268;;14.803155;100.759184
Q16004269;;13.418888888;99.981111111
Q16004274;;17.51607;100.037517
Q16004275;;13.37662;99.8162
Q16004273;;13.51682;99.9532
Q16004276;;6.727826;100.067236
Q16004282;;7.529472;99.089597
Q16004283;;8.063055555;98.913888888
Q16004281;;13.371666666;100.988055555
Q16004286;;14.8075;100.616666666
Q16004287;;17.044276;99.874934
Q16004284;;13.960036111;100.68775
Q16004285;;17.593008;100.2255
Q16004290;;11.428137;99.605192
Tham Khao Luang;;13.134921;99.93278
Q16004288;;13.491111111;101.181111111
monastère Thamkǭngphēn;;17.230515;102.531288
Q16004294;;13.424444444;99.946666666
Q16004295;;12.587555555;102.142972222
Q16004292;;13.98498;99.5168
Q16004293;;15.30894;105.48523
Q16004298;;13.066111111;99.945
Q16004299;;18.426733;99.044844
Q16004296;;13.141452;99.897102
Q16004297;;14.915555555;100.466111111
Q16004300;;16.156666666;99.940833333
Q16004301;;17.015506;99.820379
Q16004306;;16.520402;102.057634
Q16004307;;14.38497;100.48402
Q16004304;;17.630676;100.103785
Q16004305;;14.931666666;100.471944444
Q16004310;;17.619166666;100.089722222
Q16004311;;13.759683;100.491694
Q16004308;;15.701388888;100.135277777
Q16004309;;13.725028055;100.466186944
Q16004314;;10.996666666;99.498055555
Q16004315;;13.4725;99.963055555
Q16004312;;12.57581;102.54418
Q16004313;;13.8025;100.65
Q16004318;;18.223447;100.687643
Q16004319;;17.872222222;102.813055555
Q16004316;;14.958972;103.715083
Q16004317;;17.016276;99.738998
Q16004322;;16.561388888;103.924444444
Q16004323;;6.862413;101.375246
Q16004320;;13.130063;99.933646
Q16004321;;18.29;99.501388888
Q16004326;;13.424166666;99.926944444
Q16004327;;16.441111111;103.521944444
Q16004324;;15.945833333;104.211944444
Q16004325;;13.502222222;101.158611111
Q16004330;;13.551065;100.041712
Q16004328;;13.719711;100.456025
Q16004329;;13.737201944;100.495791111
Q16004331;;17.048888888;99.697222222
Q16004334;;13.106388888;99.9525
Q16004335;;18.071666666;99.801388888
Q16004332;;13.4725;99.955
Q16004333;;19.213888888;99.506666666
Q16004338;;19.653055555;100.087777777
Q16004339;;19.080305555;100.872666666
Q16004336;;15.038055555;100.176944444
Q16004337;;18.301388888;99.51
Q16004342;;19.953888888;99.830277777
Q16004343;;19.766476;99.672677
Q16004340;;19.576944444;99.945
Q16004341;;19.568811;99.741597
Q16004344;;19.881331;99.809702
Q16004350;;18.063888888;100.111666666
Q16004348;;17.429138888;99.811166666
Q16004349;;13.6003;100.58683
Q16004354;;16.494444444;103.964722222
Q16004355;;16.538055555;102.096666666
Q16004352;;14.95;100.585
Q16004353;;15.24;100.584722222
Q16004358;;14.493935;101.547098
Q16004359;;18.344444444;98.796388888
Q16004356;;16.520833333;103.956666666
Q16004357;;13.36201;99.76768
Q16004362;;14.3624;100.5691
Q16004363;;13.78007;100.505201111
Q16004360;;19.907211111;99.828388888
Q16004360;;19.9075;99.828055555
Q16004361;;18.291666666;100.246944444
Q16004366;;17.039404;99.887605
Q16004367;;16.935;99.829722222
Q16004364;;17.035422;99.82358
Q16004365;;16.575283;104.599851
Q16004370;;13.377222222;99.993611111
Q16004371;;13.766819444;100.6521
Q16004368;;13.35998;99.86325
Q16004369;;16.99612;99.705605
Q16004374;;16.993611111;99.872777777
Q16004375;;16.456388888;103.945277777
Q16004372;;16.521666666;103.916388888
Q16004373;;13.290369;99.613172
Q16004378;;14.491175;100.142688
Wat Samananam Borihan;;13.759049;100.515665
Q16004376;;15.916127;102.060362
Q16004377;;6.621534;100.065094
Q16004382;;16.806184;100.261889
Q16004383;;16.46;103.991944444
Q16004380;;11.616388888;99.690277777
Q16004381;;13.812777777;100.518055555
Q16004386;;14.97177;102.09757
Q16004387;;13.712506;100.512883
Q16004384;;19.857777777;99.776944444
Q16004385;;14.899444444;100.63
Q16004390;;19.521944444;100.301944444
Q16004391;;17.113161;99.693576
Q16004388;;9.978888888;98.637777777
Q16004389;;17.651666666;100.040555555
Q16004394;;17.592241111;100.212981944
Q16004395;;15.200277;103.732332
Q16004392;;15.273333333;102.089166666
Q16004393;;17.028888888;99.855833333
Q16004398;;17.611944444;100.102222222
Q16004399;;12.5525;99.825555555
Q16004396;;13.705277777;100.465
Q16004397;;14.723055555;101.985555555
Q16004402;;17.071538;99.9625
Q16004403;;13.547222222;100.608055555
Q16004400;;13.109166666;99.953055555
Q16004401;;19.177223;99.81261
Q16004406;;11.437188;99.562578
Q16004407;;14.353055555;99.744722222
Q16004404;;14.806232;100.595046
Q16004405;;13.748919444;100.476538888
Wat Suan Luang;;13.414444444;99.9575
Q16004411;;18.213055555;99.338611111
Q16004408;;14.801666666;100.609444444
Q16004409;;18.784194444;100.774055555
Q16004414;;15.237507;104.865079
Q16004415;;15.22537;104.85335
Q16004412;;12.663611111;100.898888888
Q16004413;;13.738422;100.510128
Q16004418;;17.646018888;100.132578888
Q16004419;;19.685277777;100.196111111
Q16004416;;14.36348;100.57368
Q16004417;;18.55;99.024722222
Q16004421;;13.696111111;101.088611111
Q16025250;;19.137019444;98.983891666
Q16025255;;16.789722222;101.049166666
Q16031499;;15.856111111;103.619722222
Q16196363;;13.1224;100.9003
Q99314908;;9.1475;99.390277777
Q99315024;;9.148333333;99.409444444
Q99315182;;9.151388888;99.414166666
Q99321153;;9.175277777;99.319166666
Q99321358;;9.152222222;99.279444444
Q99321583;;9.116944444;99.291111111
Q99321797;;9.118055555;99.2825
Q99322039;;9.08;99.312222222
Q99322734;;13.793204;100.498956
Q99323030;;13.782222222;100.484166666
Q99324470;;13.783055555;100.495
Q99324698;;13.784444444;100.500833333
Q99324854;;13.801373;100.514274
Q99329682;;13.778802;100.493281
Q99330274;;13.786388888;100.502222222
Q99330588;;13.796388888;100.502222222
Q99330909;;13.794722222;100.488333333
Q99354697;;13.7125;100.469166666
Q99355023;;13.7075;100.488611111
Q99358773;;13.687777777;100.511944444
Q99360604;;13.783333333;100.520833333
Q99373443;;13.713308;100.516647
Q99373472;;13.756944444;100.696666666
Q99373477;;13.701111111;100.496666666
Q99373500;;9.030555555;99.371111111
Q99373544;;8.996666666;99.384722222
Q99373587;;9.060833333;99.328055555
Q99373599;;9.086561944;99.370416944
Q99373615;;9.006666666;99.351111111
Q99373627;;9.175;99.278055555
Q99373624;;9.184444444;99.326388888
Q99373630;;9.186666666;99.315
Q99373639;;9.181111111;99.305833333
Q99373654;;9.190833333;99.263611111
Q99374108;;9.0825;99.348888888
Q99374821;;9.043611111;99.318055555
Q99382730;;13.723235;100.688405
Q99386846;;9.049755;99.309449
Q99387382;;8.980277777;99.338333333
Q99388279;;9.050555555;99.36
Q99388763;;9.178888888;99.290833333
Q99389086;;13.477777777;99.933055555
Q99413835;;13.675833333;100.464722222
Q99413939;;13.679722222;100.463888888
Q99414243;;13.534166666;100.625555555
Q99416036;;13.707222222;100.475833333
Q99416755;;13.781666666;100.515555555
Q99417972;;13.748333333;100.518611111
